ID,date,item
T2918,2022-01-25,NON-ALKALINE (EVEREADY 1012)
T2919,2022-01-25,MOULDED (DAIRY MILK)|MOULDED (DAIRY MILK CRISPELLO)
T2920,2022-01-25,SUN FLOWER (SUNDAY)
T2923,2022-01-25,INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)
T2924,2022-01-25,NON-SALT CRACKER (PARLE KRACK JACK)
T2925,2022-01-25,AEROSOL (HIT)
T2926,2022-01-25,TOFFEES (LABAN STRETCHY MAN)
T2927,2022-01-25,INSTANT NOODLES (MAGGI MASALA)
T2928,2022-01-25,CHOCOLATE PANNED (CADBURY SHOTS)
T2929,2022-01-25,POTATO WAFERS (LAYS MAGIC MASALA)|SWEET/COOKIES (HAPPY HAPPY)|GLUCOSE (PARLE-G)
T2930,2022-01-25,EXTRUDED SNACKS (DORITOS)
T2932,2022-01-25,INSTANT NOODLES (CHING'S SECRET)|INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)
T2935,2022-01-25,POTATO WAFERS (LAYS MAGIC MASALA)|POTATO WAFERS (LAYS CARIBBEAN STYLE)|POTATO WAFERS (LAYS CHILE LIMON)|SUGAR PANNED (GEMS BFF)|NON-SALT CRACKER (LITTLE HEARTS)
T2936,2022-01-25,NON-SALT CRACKER (PARLE KRACK JACK)|GLUCOSE (PARLE-G)
T2938,2022-01-25,TOFFEES (JELIMALS FRUITY BEARS)
T2940,2022-01-25,GATHIA/PAPRI/RIBLON (KUR KURE CHUTNEY RAJASTHANI ST)
T2944,2022-01-25,SUN FLOWER (SUNDAY)
T2945,2022-01-25,POTATO WAFERS (LAYS CARIBBEAN STYLE)
T2946,2022-01-25,CREAM (TREAT JAM)|CREAM (TREAT JAM)
T2947,2022-01-25,DIAPERS       (8/93) (MAMY POKO PANTS STANDARD)
T2949,2022-01-25,TOFFEES (LABAN STRETCHY MAN)
T2951,2022-01-25,EXTRUDED SNACKS (DORITOS)
T2952,2022-01-25,MOULDED (DAIRY MILK)
T2955,2022-01-25,INSTANT NOODLES (MAGGI MASALA)|CREAM (OREO STRAWBERRY)
T2956,2022-01-25,COUNT (SNICKERS)
T2958,2022-01-25,INSTANT NOODLES (MAGGI CHICKEN)
T2959,2022-01-25,WASHING POWDERS/LIQUIDS (WHEEL ACTIVE)
T2960,2022-01-25,MOULDED (DAIRY MILK)
T2961,2022-01-25,SWEET/COOKIES (GOOD DAY CASHEW)|CREAM (TREAT STARS)
T2962,2022-01-25,HOT CEREALS (QUAKER OATS)
T2963,2022-01-25,MAIN PACKS (SOCIETY LEAF)
T2965,2022-01-25,CREAM (OREO CHOCOLATE)|INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)
T2966,2022-01-25,MOULDED (DAIRY MILK)|SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)|GLUCOSE (PARLE-G)
T2967,2022-01-25,MOULDED (DAIRY MILK)
T2969,2022-01-25,CREAM (TREAT JAM)|CREAM (TREAT FRUIT CREAM)
T2970,2022-01-25,WASHING POWDERS/LIQUIDS (TIDE NATURALS)
T2972,2022-01-25,INSTANT NOODLES (MAGGI CHICKEN)|CREAM (SUNFEAST DARK FANTSY CHOCOFILS)|POWDERED SALT (TOPLINE)|CONCTN POWDERS (TANG)|INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)
T2974,2022-01-25,TOOTH PASTES (PEPSODENT GERMICHECK+CVTYPRTCN)
T2975,2022-01-25,KETCHUPS/SAUCES (DEL MONTE)
T2977,2022-01-25,TOFFEES (JELIMALS FRUITY BEARS)
T2978,2022-01-25,COATED WAFER BISC (KITKAT)|GATHIA/PAPRI/RIBLON (BINGO MADANGLES CHILI DHAMAKA)
T2979,2022-01-25,BUBBLE GUMS (BOOMER SUPER BB GUM)|CONFECTIONERY - COUGH LOZENGE (DOUBLEMINT)|MOULDED (DAIRY MILK)|SWEET/COOKIES (BOURNVITA)|NOODLES (ZOOPY)|INSTANT NOODLES (MAGGI MASALA)
T2980,2022-01-25,MOULDED (DAIRY MILK)|CREAM (OREO STRAWBERRY)
T2981,2022-01-25,CREAMS  (12/04) (VEET NORMAL SKIN)|INSTANT NOODLES (MAGGI NUTRILICIOUS ATTA NOODLE)|HOT CEREALS (QUAKER OATS)
T2982,2022-01-25,MOULDED (DAIRY MILK CRISPELLO)
T2983,2022-01-25,MOULDED (ROAST ALMOND)
T2984,2022-01-25,MARIE (MARIE GOLD REGULAR)
T2985,2022-01-25,COATED WAFER BISC (PERK)
T2986,2022-01-25,WASHING POWDERS/LIQUIDS (SURF EXCEL EASY WASH)|POPULAR (DETTOL ORIGINAL)
T2987,2022-01-25,SWEET/COOKIES (HAPPY HAPPY)
T2988,2022-01-25,TOFFEES (CHUPA CHUPS SOUR BITES)|POTATO WAFERS (LAYS CARIBBEAN STYLE)
T2989,2022-01-25,COATED WAFER BISC (PERK)
T2991,2022-01-26,COUNT (MILKY BAR CHOO)
T2993,2022-01-26,POTATO WAFERS (LAYS CARIBBEAN STYLE)
T2998,2022-01-26,CREAM (TREAT STARS)
T2999,2022-01-26,MOULDED (DAIRY MILK)|READY TO EAT CEREALS (KELLOGG'S KPAK CRUNCHY BITES)|COUNT (5 STAR)|SWEET/COOKIES (GOOD DAY CASHEW)|SWEET/COOKIES (NUTRICHOICE DIGESTIVE)|NON-SALT CRACKER (50-50 JEERA MASTI)|MARIE (MARIE GOLD REGULAR)|INSTANT NOODLES (MAGGI MASALA)
T3001,2022-01-26,SALT CRACKER (MONACO)|SALT CRACKER (MONACO)|NON-SALT CRACKER (50-50 JEERA MASTI)
T3002,2022-01-26,SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)
T3004,2022-01-26,INSTANT NOODLES (MAGGI MASALA)
T3007,2022-01-26,READY TO EAT CEREALS (KELLOGG'S KPAK CHOCOS)|NON-SALT CRACKER (50-50 MSK CK)
T3009,2022-01-26,SWEET/COOKIES (GOOD DAY BUTTER)|MARIE (MARIE GOLD REGULAR)
T3012,2022-01-26,MOULDED (DAIRY MILK)|NON-SALT CRACKER (50-50 MSK CK)
T3013,2022-01-26,COUNT (MILKY BAR CHOO)
T3014,2022-01-26,POTATO WAFERS (LAYS CHILE LIMON)
T3015,2022-01-26,TOFFEES (JELIMALS FRUITY BEARS)
T3016,2022-01-26,COATED WAFER BISC (GANDOUR)
T3018,2022-01-26,POTATO WAFERS (LAYS AMERICAN STYLE)|SWEET/COOKIES (HAPPY HAPPY)
T3019,2022-01-26,CHEWING GUMS (ORBIT)
T3020,2022-01-26,COUNT (5 STAR)
T3022,2022-01-26,GATHIA/PAPRI/RIBLON (KUR KURE CHILLI CHATKA)
T3025,2022-01-26,READY TO EAT CEREALS (KELLOGG'S KPAK CHOCOS NANO)
T3026,2022-01-26,INSTANT NOODLES (CHING'S SECRET)|INSTANT NOODLES (CHING'S SECRET)|NOODLES (ZOOPY)|INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)
T3028,2022-01-26,TOFFEES (KISMI BAR)
T3031,2022-01-26,INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)
T3032,2022-01-26,SUGAR PANNED (GEMS BFF)
T3033,2022-01-26,FABRIC SOFTNERS (COMFORT BLUE - MORNING FRESH)
T3035,2022-01-26,CREAM (TREAT JAM)|NON-SALT CRACKER (50-50 REGULAR)
T3036,2022-01-26,SUGAR PANNED (LUVIT)|INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)
T3037,2022-01-26,CREAM (TREAT JAM)|MILK (MILK BIKIS REGULAR)
T3038,2022-01-26,MOULDED (DAIRY MILK)
T3039,2022-01-26,MILK (MILK BIKIS REGULAR)|SALT CRACKER (MONACO)|NON-SALT CRACKER (50-50 MSK CK)|NON-SALT CRACKER (50-50 JEERA MASTI)|MARIE (MARIE GOLD REGULAR)|CREAM (GOLDEN OREO)
T3042,2022-01-26,NON-SALT CRACKER (PARLE KRACK JACK)|NON-SALT CRACKER (PRIYA GL CHES CRCK)|SWEET/COOKIES (NUTRICHOICE DIGESTIVE)
T3045,2022-01-26,GATHIA/PAPRI/RIBLON (BINGO MADANGLES CHILI DHAMAKA)
T3046,2022-01-26,SWEET/COOKIES (GOOD DAY CASHEW)
T3047,2022-01-26,GATHIA/PAPRI/RIBLON (BINGO MADANGLES CHILI DHAMAKA)
T3048,2022-01-26,SWEET/COOKIES (HAPPY HAPPY)
T3049,2022-01-26,NON-SALT CRACKER (PARLE KRACK JACK)|CREAM (TREAT JAM)|CREAM (BRITANNIA BOURBON)|CREAM (OREO STRAWBERRY)
T3051,2022-01-26,MAIN PACKS (TATA AGNI DUST)
T3053,2022-01-26,CHOCOLATE PANNED (CADBURY SHOTS)
T3056,2022-01-26,CREAM (OREO STRAWBERRY)
T3057,2022-01-26,BROWN POWDERS (BOURNVITA)|POPULAR (DETTOL COOL)|RIGID (BAJAJ ALMOND DROP)|RIGID (VASMOL ROOTZ)
T3058,2022-01-26,SACHETS (VATIKA HEALTH)
T3059,2022-01-26,POTATO WAFERS (LAYS CARIBBEAN STYLE)
T3061,2022-01-26,MOULDED (DAIRY MILK)
T3065,2022-01-26,NON-SALT CRACKER (LITTLE HEARTS)
T3066,2022-01-26,BRANDED (PARACHUTE)
T3067,2022-01-26,POTATO WAFERS (LAYS CARIBBEAN STYLE)|POTATO WAFERS (LAYS AMERICAN STYLE)|INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)
T3068,2022-01-26,DESSERT MIXES (HARNIK)
T3070,2022-01-26,EXTRUDED SNACKS (CHEETOS CHEEZ PUFF)|TOFFEES (KISMI BAR)
T3072,2022-01-26,HAIR CONDITIONERS (DOVE INTENSE REPAIR)
T3073,2022-01-26,CREAM (OREO STRAWBERRY)
T3074,2022-01-26,HOT CEREALS (QUAKER OATS)
T3075,2022-01-26,MAIN PACKS (SOCIETY LEAF)|BLENDED (CHING'S SECRET)|CHOCOLATE PANNED (CADBURY SHOTS)|SALT CRACKER (MONACO)|SWEET/COOKIES (HAPPY HAPPY)|SWEET/COOKIES (GOOD DAY CHOCOLATE)|SALT CRACKER (MONACO)|CREAM (TREAT STARS)|MARIE (SUNFEAST MARIE LIGHT ORANGE)|MARIE (SUNFEAST MARIE LIGHT OATS)|GLUCOSE (PARLE-G)|SWEET/COOKIES (PARLE 20-20 NICE)|LIQUIDS (GERMIZAP)|SUN FLOWER (SUNDAY)
T3076,2022-01-26,SWEET/COOKIES (BOURNVITA)|LIQUID VAPORISER (GOOD KNIGHT ACTIV+)
T3078,2022-01-26,CHOCOLATE PANNED (CADBURY SHOTS)
T3080,2022-01-26,WASHING POWDERS/LIQUIDS (SURF EXCEL QUICK WASH)
T3082,2022-01-26,NON-SALT CRACKER (LITTLE HEARTS)|WASHING POWDERS/LIQUIDS (ARIEL COMPLETE)|WASHING POWDERS/LIQUIDS (SURF EXCEL EASY WASH)
T3083,2022-01-26,POTATO WAFERS (BINGO SPICY MASALA MIX)
T3084,2022-01-26,PREMIUM (DETTOL ORIGINAL)
T3086,2022-01-26,GATHIA/PAPRI/RIBLON (BINGO MADANGLES MASTI CHAAT)
T3087,2022-01-26,COATED WAFER BISC (PERK)|READY TO EAT CEREALS (KELLOGG'S CHOCOS FILLS KPAK)
T3090,2022-01-26,PREMIUM (CINTHOL LIME)
T3091,2022-01-26,CREAM (OREO CHOCOLATE)|CREAM (TREAT STARS)|CREAM (TREAT JAM)
T3092,2022-01-26,POPULAR (DETTOL ORIGINAL)
T3093,2022-01-26,FRAGRANCE - DEODORANT (NIVEA FRESH NATURAL)|SWEET/COOKIES (MILANO)|LIQUIDS (SUNNY)|CHOCOLATE PANNED (CADBURY SHOTS)|HAND WASH (DETTOL ORIGINAL)|AEROSOL (HIT)
T3094,2022-01-26,COUNT (KINDER JOY BOYS)|SUGAR PANNED (GEMS SURPRISE)
T3095,2022-01-26,COUNT (MILKY BAR CHOO)
T3195,2022-01-28,CREAM (TREAT STARS)
T3196,2022-01-28,NON-SALT CRACKER (50-50 MSK CK)|BRANDED (PARACHUTE)
T3197,2022-01-28,DIAPERS       (8/93) (MAMY POKO PANTS STANDARD)
T3201,2022-01-28,GLUCOSE POWDER & TABLET (GLUCON-D ORANGE)
T3203,2022-01-28,SWEET/COOKIES (SUNFEAST MOM'S MGC CSHW & ALND)
T3204,2022-01-28,WASHING POWDERS/LIQUIDS (ARIEL COMPLETE)
T3206,2022-01-28,NON-SALT CRACKER (LITTLE HEARTS)|MARGARINE (NUTRALITE)
T3207,2022-01-28,GATHIA/PAPRI/RIBLON (KUR KURE CHILLI CHATKA)
T3208,2022-01-28,CREAM (GOLDEN OREO)
T3210,2022-01-28,CREAM (SUNFEAST BOUNCE CHOCO TWIST)|RAT KILL (RATOL)
T3213,2022-01-28,NOODLES (ZOOPY)
T3215,2022-01-28,MOULDED (DAIRY MILK)
T3216,2022-01-28,BLENDED (EVEREST)
T3219,2022-01-28,GATHIA/PAPRI/RIBLON (KUR KURE MASALA MUNCH)|CREAM (SUNFEAST DARK FANTASY VANILLA)
T3221,2022-01-28,GATHIA/PAPRI/RIBLON (KUR KURE CHILLI CHATKA)
T3223,2022-01-28,COATED WAFER BISC (KITKAT)
T3225,2022-01-28,COUNT (5 STAR)
T3227,2022-01-28,POTATO WAFERS (LAYS AMERICAN STYLE)
T3229,2022-01-28,CREAM (OREO CHOCOLATE)|CREAM (OREO STRAWBERRY)|SALT CRACKER (MONACO)|TOFFEES (KISMI BAR)
T3232,2022-01-28,MOULDED (DAIRY MILK)
T3234,2022-01-28,NON-SALT CRACKER (50-50 MSK CK)|SWEET/COOKIES (NUTRICHOICE DIGESTIVE)|SWEET/COOKIES (PARLE COCONUT COOKIES)
T3235,2022-01-28,NON-SALT CRACKER (PRIYA GL CHES CRCK)|MARIE (MARIE GOLD REGULAR)
T3236,2022-01-28,POPULAR (DETTOL COOL)
T3237,2022-01-28,CONFECTIONERY - COUGH LOZENGE (MENTOS)
T3238,2022-01-28,CREAM (SUNFEAST SPCL CREAM ORANGE)|CREAM (OREO CHOCOLATE)
T3239,2022-01-28,TOFFEES (KISMI BAR)|SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)
T3240,2022-01-28,SWEET/COOKIES (GOOD DAY CHOCOLATE)|GLUCOSE (PARLE-G)
T3242,2022-01-28,NOODLES (ZOOPY)
T3247,2022-01-28,CREAM (GOLDEN OREO)
T3251,2022-01-28,SUN FLOWER (SUNDAY)
T3252,2022-01-28,STAIN REMOVERS (VANISH SHAKTI O2)
T3253,2022-01-28,COUNT (SNICKERS)
T3254,2022-01-28,INSTANT NOODLES (SUNFEAST YIPPEE MOOD MASALA)
T3257,2022-01-28,EXTRUDED SNACKS (DORITOS)
T3262,2022-01-28,MAIN PACKS (SOCIETY LEAF)
T3263,2022-01-28,CREAM (OREO STRAWBERRY)
T3266,2022-01-28,INSTANT NOODLES (MAGGI NUTRILICIOUS ATTA NOODLE)
T3268,2022-01-28,MARIE (PARLE MARIE)|SWEET/COOKIES (GOOD DAY CASHEW)
T3269,2022-01-28,INSTANT NOODLES (MAGGI MASALA)
T3270,2022-01-28,POTATO WAFERS (LAYS CARIBBEAN STYLE)|INSTANT NOODLES (CHING'S SECRET)
T3273,2022-01-28,GLUCOSE (PARLE-G)|POPULAR (DETTOL COOL)
T3275,2022-01-28,COUNT (KINDER JOY BOYS)|CREAM (OREO CHOCOLATE)|SWEET/COOKIES (BOURNVITA)
T3276,2022-01-28,HAIR CONDITIONERS (DOVE DAILY SHINE)|WASHING POWDERS/LIQUIDS (ARIEL COMPLETE)
T3277,2022-01-28,PRICKLY HEAT POWDER (NAVRATNA)|POWDERED SALT (TATA SALT)
T3278,2022-01-28,CREAM (GOLDEN OREO)
T3280,2022-01-28,READY TO EAT CEREALS (KELLOGG'S KPAK CHOCOS)
T3283,2022-01-28,MARIE (PARLE MARIE)
T3284,2022-01-28,INSTANT NOODLES (MAGGI MASALA)
T3286,2022-01-28,NON-ALKALINE (EVEREADY 1012)
T3287,2022-01-28,MAIN PACKS (SOCIETY LEAF)
T3288,2022-01-29,NON-ALKALINE (EVEREADY 1015)
T3290,2022-01-29,READY TO EAT CEREALS (KELLOGG'S KPAK CHOCOS NANO)
T3293,2022-01-29,SUGAR PANNED (GEMS BFF)|SANITARY NAPKINS (WHISPER CHOICE ULTRA)|PREMIUM (CINTHOL COOL)|MOULDED (DAIRY MILK)|INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)|NOODLES (ZOOPY)|BUTTER (AMUL)|MAIN PACKS (TATA AGNI EXTRA STRONG LEAVES)|STAIN REMOVERS (VANISH SHAKTI O2)|CREAM (OREO CHOCOLATE)|CREAM (OREO STRAWBERRY)|CREAM (BRITANNIA BOURBON)|NON-SALT CRACKER (50-50 MSK CK)|SWEET/COOKIES (PARLE 20-20 NICE)|SWEET/COOKIES (BOURNVITA)|CREAM (BRITANNIA BOURBON)|SWEET/COOKIES (NUTRICHOICE OATS COOKIES)|WASHING POWDERS/LIQUIDS (SURF MATIC FRONT LOAD LIQUIDS)|BUTTER (AMUL)|NON-SALT CRACKER (50-50 REGULAR)|NON-SALT CRACKER (LITTLE HEARTS)|CREAM (SUNFEAST DARK FANTASY VANILLA)|PACKAGED PURE GHEE (SAGAR)|MAIN PACKS (SOCIETY LEAF)|READY TO EAT CEREALS (KELLOGG'S KPAK CHOCOS DUET)|CREAM (TREAT JAM)|CONCTN POWDERS (TANG)|MARIE (MARIE GOLD REGULAR)|POWDERED SALT (TATA SALT)
T3295,2022-01-29,POPULAR (DETTOL ORIGINAL)
T3296,2022-01-29,MARIE (MARIE GOLD REGULAR)
T3298,2022-01-29,POTATO WAFERS (LAYS CARIBBEAN STYLE)
T3300,2022-01-29,POWDERED SALT (TATA SALT)
T3301,2022-01-29,TOOTH PASTES (PEPSODENT GERMICHECK+CVTYPRTCN)
T3302,2022-01-29,DETERGENT CAKES/BARS (SARGAM)|BUBBLE GUMS (BOOMER SUPER BB GUM)|COUNT (5 STAR)
T3303,2022-01-29,INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)
T3307,2022-01-29,MOULDED (DAIRY MILK)
T3308,2022-01-29,PREMIUM (GODREJ NO 1 LAVENDER & MLK CRM)|DETERGENT CAKES/BARS (SARGAM)|PREMIUM (LUX PINK)|WASHING POWDERS/LIQUIDS (ARIEL COMPLETE)|FABRIC SOFTNERS (COMFORT BLUE - MORNING FRESH)|SUN FLOWER (SUNDAY)
T3309,2022-01-29,READY TO EAT CEREALS (KELLOGG'S KPAK CHOCOS NANO)
T3312,2022-01-29,DAIRY WHITNERS (EVERYDAY DAIRY WHITNER)
T3313,2022-01-29,JAMS (KISSAN)
T3314,2022-01-29,TOFFEES (JELIMALS FRUITY BEARS)
T3315,2022-01-29,CREAM (TREAT JAM)|NON-SALT CRACKER (LITTLE HEARTS)
T3316,2022-01-29,DIAPERS       (8/93) (MAMY POKO PANTS STANDARD)
T3317,2022-01-29,POTATO WAFERS (LAYS CARIBBEAN STYLE)
T3318,2022-01-29,NOODLES (ZOOPY)
T3320,2022-01-29,COUNT (SNICKERS)
T3321,2022-01-29,SWEET/COOKIES (SUNFEAST MOM'S MGC CSHW & ALND)|CREAM (SUNFEAST DARK FANTASY VANILLA)|SWEET/COOKIES (GOOD DAY CHOCOLATE)|PROCESSED CHEESE (BRITANNIA)
T3322,2022-01-29,COATED WAFER BISC (KITKAT)
T3324,2022-01-29,DAIRY WHITNERS (EVERYDAY DAIRY WHITNER)
T3326,2022-01-29,EXTRUDED SNACKS (CHEETOS CHEEZ PUFF)
T3327,2022-01-29,ATTA (AASHIRVAAD WHOLE WHEAT)
T3328,2022-01-29,ATTA (AASHIRVAAD WHOLE WHEAT)
T3332,2022-01-29,TOFFEES (YOLI YOLA)
T3333,2022-01-29,GATHIA/PAPRI/RIBLON (KUR KURE SOLID MASTI)|GATHIA/PAPRI/RIBLON (BINGO MADANGLES CHILI DHAMAKA)
T3335,2022-01-29,COUNT (SNICKERS)
T3337,2022-01-29,TRADITIONAL (SARGAM)
T3339,2022-01-29,MOULDED (DAIRY MILK)
T3340,2022-01-29,GATHIA/PAPRI/RIBLON (KUR KURE CHILLI CHATKA)|EXTRUDED SNACKS (LAYS WAVEZ)|POTATO WAFERS (LAYS MAGIC MASALA)|MOULDED (DAIRY MILK)|INSTANT NOODLES (MAGGI NUTRILICIOUS ATTA NOODLE)
T3345,2022-01-29,PURE (EVEREST)|PURE (EVEREST)|PURE (EVEREST)|INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)|TOOTH PASTES (COLGATE MAXFRSH SPICY FRSH RED)|RIGID (PARACHUTE ADVANSED JASMINE)
T3347,2022-01-29,COATED WAFER BISC (LUVIT)
T3348,2022-01-29,POTATO WAFERS (LAYS AMERICAN STYLE)
T3350,2022-01-29,SWEET/COOKIES (HAPPY HAPPY)
T3352,2022-01-29,MOULDED (GALAXY)|MOULDED (DAIRY MILK CRISPELLO)
T3353,2022-01-29,SUN FLOWER (AADHAAR)
T3354,2022-01-29,BROWN POWDERS (BOURNVITA)
T3359,2022-01-29,CREAM (MILK BIKIS MILK CREAM)|SWEET/COOKIES (SUNFEAST MOM'S MGC CSHW & ALND)
T3361,2022-01-29,KETCHUPS/SAUCES (CHING'S SECRET)
T3363,2022-01-29,BROWN POWDERS (BOURNVITA)
T3364,2022-01-29,NOODLES (ZOOPY)
T3365,2022-01-29,MANUAL (ORAL-B FRESH CLEAN)
T3368,2022-01-29,POTATO WAFERS (LAYS MAXX)|GATHIA/PAPRI/RIBLON (KUR KURE MASALA MUNCH)|CREAM (BRITANNIA BOURBON)
T3369,2022-01-29,GATHIA/PAPRI/RIBLON (KUR KURE MASALA MUNCH)|CREAM (MILK BIKIS MILK CREAM)
T3370,2022-01-29,CREAM (TREAT FRUIT CREAM)
T3371,2022-01-29,SUGAR PANNED (GEMS BFF)
T3372,2022-01-29,MOULDED (DAIRY MILK SILK)|MOULDED (DAIRY MILK SILK)|MOULDED (DAIRY MILK CRISPELLO)
T3374,2022-01-29,GATHIA/PAPRI/RIBLON (KUR KURE CHILLI CHATKA)
T3376,2022-01-29,READY TO COOK SOUPS (CHING'S SECRET)|ASSORTED BISCUITS (CHEESLING)|CREAM (SUNFEAST DARK FANTSY CHOCOFILS)
T3377,2022-01-29,GLUCOSE (PARLE-G)
T3378,2022-01-29,POWDERS (ENO FRUIT SALT)
T3381,2022-01-29,RICE BRAN (FORTUNE)
T3384,2022-01-29,MARIE (VITA MARIE GOLD)
T3385,2022-01-29,COUNT (MILKY BAR CHOO)|MOULDED (DAIRY MILK)
T3386,2022-01-29,MOULDED (DAIRY MILK)
T3390,2022-01-29,ATTA (SILVER COIN)
T3394,2022-01-29,CREAM (SUNFEAST BOUNCE CHOCO TWIST)
T3395,2022-01-29,COUNT (MILKY BAR CHOO)
T3396,2022-01-29,SUN FLOWER (AADHAAR)
T3397,2022-01-29,MARIE (MARIE GOLD REGULAR)
T3399,2022-01-29,POTATO WAFERS (LAYS CARIBBEAN STYLE)
T3400,2022-01-29,SWEET/COOKIES (PILLSBURY)
T3402,2022-01-29,POTATO WAFERS (LAYS CLASSIC SALTED)
T3404,2022-01-29,SWEET/COOKIES (GOOD DAY CHOCOLATE)
T3405,2022-01-29,MOULDED (DAIRY MILK)
T3408,2022-01-30,POTATO WAFERS (LAYS MAGIC MASALA)
T3409,2022-01-30,WHITE POWDERS (HORLICKS WOMEN)
T3410,2022-01-30,POTATO WAFERS (LAYS CARIBBEAN STYLE)
T3411,2022-01-30,INSTANT NOODLES (MAGGI MASALA)
T3412,2022-01-30,CREAM (SUNFEAST DARK FANTSY CHOCOFILS)|READY TO EAT CEREALS (KELLOGG'S KPAK CHOCOS NANO)|SUGAR PANNED (GEMS BFF)
T3415,2022-01-30,TRADITIONAL (SARGAM)
T3416,2022-01-30,BLENDED (S.R.R.)
T3419,2022-01-30,TOOTH PASTES (COLGATE MAXFRSH SPICY FRSH RED)|SALT CRACKER (NUTRICHOICE SIMPLE LITE CRACKR)|CREAM (OREO CHOCOLATE)|CREAM (OREO STRAWBERRY)
T3420,2022-01-30,COUNT (SNICKERS)
T3423,2022-01-30,KETCHUPS/SAUCES (CHING'S SECRET)|KETCHUPS/SAUCES (CHING'S SECRET)
T3424,2022-01-30,INSTANT NOODLES (MAGGI CHICKEN)
T3425,2022-01-30,INSTANT NOODLES (MAGGI CHICKEN)
T3427,2022-01-30,SACHETS (HEAD & SHOULDERS NEW)
T3431,2022-01-30,HAND WASH (DETTOL ORIGINAL)|BUBBLE GUMS (BOOMER SUPER BB GUM)|CREAM (SUNFEAST DARK FANTSY CHOCOFILS)
T3436,2022-01-30,INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)|INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)|PURE (EVEREST)
T3437,2022-01-30,PACKAGED PURE GHEE (GOWARDHAN)
T3438,2022-01-30,SWEET/COOKIES (UNIBIC)
T3440,2022-01-30,CONFECTIONERY - COUGH LOZENGE (DOUBLEMINT)|SUGAR PANNED (GEMS BFF)
T3442,2022-01-30,MOULDED (DAIRY MILK)
T3444,2022-01-30,SACHETS (HEAD & SHOULDERS NEW)
T3447,2022-01-30,CONFECTIONERY - COUGH LOZENGE (DOUBLEMINT)|CONCTN POWDERS (RASNA)|DAIRY WHITNERS (EVERYDAY DAIRY WHITNER)|POWDERS (ENO FRUIT SALT)|KETCHUPS/SAUCES (CHING'S SECRET)|KETCHUPS/SAUCES (CHING'S SECRET)|NOODLES (CHING'S SECRET)
T3451,2022-01-30,MOULDED (DAIRY MILK)|MOULDED (DAIRY MILK)
T3452,2022-01-30,SUGAR PANNED (GEMS BFF)
T3453,2022-01-30,POTATO WAFERS (LAYS AMERICAN STYLE)|POTATO WAFERS (LAYS CARIBBEAN STYLE)
T3454,2022-01-30,POTATO WAFERS (LAYS CARIBBEAN STYLE)|CREAM (OREO STRAWBERRY)
T3455,2022-01-30,SWEET/COOKIES (GOOD DAY NUTS)
T3457,2022-01-30,COATED WAFER BISC (KITKAT)
T3458,2022-01-30,SUN FLOWER (AADHAAR)
T3465,2022-01-30,MOULDED (DAIRY MILK)|MOULDED (DAIRY MILK)
T3467,2022-01-30,INSTANT NOODLES (MAGGI MASALA)
T3468,2022-01-30,POTATO WAFERS (LAYS AMERICAN STYLE)
T3469,2022-01-30,WASHING POWDERS/LIQUIDS (ARIEL COMPLETE)
T3471,2022-01-30,POTATO WAFERS (LAYS AMERICAN STYLE)
T3473,2022-01-30,SWEET/COOKIES (BOURNVITA)|NON-SALT CRACKER (PARLE KRACK JACK)
T3474,2022-01-30,CREAM (PURE MAGIC CHOCOLUSH)
T3475,2022-01-30,TOFFEES (LABAN STRETCHY MAN)
T3476,2022-01-30,SWEET/COOKIES (GOOD DAY CHOCOLATE)
T3481,2022-01-30,CREAM (BRITANNIA BOURBON)
T3482,2022-01-30,CREAM (MILK BIKIS MILK CREAM)
T3483,2022-01-30,TALCUM POWDERS (HIMALAYA BABY)|PREMIUM (HIMALAYA BABY)
T3484,2022-01-30,SUGAR PANNED (GEMS BFF)
T3485,2022-01-30,PROCESSED CHEESE (AMUL)
T3486,2022-01-30,POTATO WAFERS (LAYS MAXX)
T3487,2022-01-30,CREAM (TREAT STARS)
T3488,2022-01-30,INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)
T3489,2022-01-30,SALT CRACKER (MONACO)|CREAM (OREO CHOCOLATE)|MAIN PACKS (TATA AGNI EXTRA STRONG LEAVES)
T3491,2022-01-30,SWEET/COOKIES (PARLE COCONUT COOKIES)
